1.4985	51	3	12	5	7	4	4	8	5	1	2	1	0.714286	0.25	9	1.55556	0	6	0.875	0.5	3	1	1.66667	6	0	2	-1	10000000000	0	13	0	1	4	8	0	1	1	1	0	34	0	2	0	0	1.25	0	3
98.4016	45	3	10	5	7	4	3	7	3	1	2	1	0.428571	0.25	7	1.57143	0	6	0.875	0.5	3	1	1.71429	5	0	2	-1	10000000000	0	11	0	1	4	7	0	1	1	1	0	34	0	4	0	0	1.28571	0	3
0	47	3	11	5	7	4	3	8	4	1	2	1	0.571429	0.25	8	1.625	0	6	0.875	0.5	3	1	1.75	5	0	2	-1	10000000000	0	13	0	1	4	7	0	1	1	1	0	34	0	6	0	0	1.28571	0	3
0	41	3	9	5	7	4	2	7	2	1	1	1	0.285714	0.25	6	1.66667	0	6	0.875	0.5	3	1	1.83333	4	0	2	-1	10000000000	0	11	0	1	4	6	0	1	1	1	0	34	0	8	0	0	1.33333	0	3
0.0999001	25	1	4	4	4	4	0	4	0	0	0	0	0	0	6	1.5	0	6	0.5	0.5	3	2	2.33333	1	0	1	-1	10000000000	0	4	0	0	1	3	0	1	1	1	0	34	0	8	0	0	1	0	1
0	13	1	1	3	1	3	0	1	0	0	0	0	0	0	2	1	0	4	0.0454545	0.136364	1	1	1	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	8	0	0	1	0	1
0	16	2	2	3	1	3	0	2	1	0	1	0	1	0	2	1	0	4	0.0454545	0.136364	1	1	1	0	0	0	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0	8	0	0	1	0	1
0	61	4	22	8	10	8	0	22	12	0	3	0	1.2	0	6	1.33333	0	4	0.454545	0.363636	1	1	1	12	5	7	-1	10000000000	0	12	0	0	4	5	0	0	0	0	0	0	0	10	0	0	0.8	0	0
0	68	5	24	8	12	8	0	24	12	0	3	0	1	0	6	1.66667	0	4	0.545455	0.363636	1	1	1	14	5	9	-1	10000000000	0	16	0	0	5	6	0	0	0	0	0	0	0	13	0	0	0.833333	0	0
0	77	7	27	8	13	8	0	27	14	0	3	0	1.07692	0	7	1.42857	0	4	0.590909	0.363636	1	1	1	15	5	10	-1	10000000000	0	18	0	0	7	9	0	0	0	0	0	0	0	18	0	0	1	0	1
0	72	7	25	8	12	8	0	25	13	0	3	0	1.08333	0	5	1.4	0	4	0.545455	0.363636	1	1	1	14	5	9	-1	10000000000	0	17	0	0	7	9	0	0	0	0	0	0	0	23	0	0	1.11111	0	2
0	66	6	23	8	11	8	0	23	12	0	3	0	1.09091	0	4	1.25	0	4	0.5	0.363636	1	1	1	13	5	8	-1	10000000000	0	15	0	0	6	8	0	0	0	0	0	0	0	27	0	0	1.125	0	2
0	64	5	22	8	10	8	0	22	12	0	3	0	1.2	0	6	1.33333	0	4	0.454545	0.363636	1	1	1	12	5	7	-1	10000000000	0	14	0	0	5	7	0	0	0	0	0	0	0	30	0	0	1	0	1
0	59	5	20	8	9	8	0	20	11	0	3	0	1.22222	0	4	1.25	0	4	0.409091	0.363636	1	1	1	11	5	6	-1	10000000000	0	13	0	0	5	7	0	0	0	0	0	0	0	33	0	0	1.14286	0	2
