,Counts,instcount,condcount,varassign,varstore,uniqload,uniqstore,globalvar,localvar,sameloadtot,samestoretot,sameloadvar,samestorevar,avgsameload,avgsamestore,functioncalls,avgFuncParam,recursiveCall,pointerAlloc,varUsed,varAssign,arrayVars,arrayStore,arrayLoad,maxArraySize,minArraySize,floatTy,intTy,floatTyArith,intTyArith,intTyLog,basicBlocks,nullComp,loopCount,avgLoopDepth,avgLoopExits,loopHighInstCnt,avgBBLoops,condTrueLoops,eqCmp,tryBlock,catchBlock,avgPred,avgSucc,sideEnt
403,2.0,260,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,1881130,0,0,1.6875,0,23
404,1.0,273,20,71,38,40,30,4,67,31,8,18,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,130,0,20,22,32,0,2,0,0,0,0,2,1881241,0,0,1.75,0,25
405,1.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,1881416,0,0,1.66667,0,25
406,4.0,245,14,64,36,36,32,4,60,28,4,16,4,0.777778,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,106,0,16,15,27,0,2,0,0,0,0,2,1883480,0,0,1.66667,0,19
407,1.0,279,15,76,39,41,32,4,72,35,7,17,7,0.8536590000000001,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,128,0,18,16,28,0,2,0,0,0,0,2,1883519,0,0,1.6785700000000001,0,20
408,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,1883531,0,0,1.68966,0,21
409,1.0,258,15,66,38,38,30,4,62,28,8,16,8,0.736842,0.266667,15,2.6,0,33,0.633333,0.5,25,0,11,8,8,0,120,0,20,17,27,0,2,0,0,0,0,2,1883541,0,0,1.7407400000000002,0,21
410,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,1894892,0,0,1.66667,0,21
411,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,1905464,0,0,1.66667,0,21
412,3.0,251,16,66,36,38,32,4,62,28,4,16,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,29,0,2,0,0,0,0,2,1915954,0,0,1.68966,0,21
413,1.0,285,17,78,39,43,32,4,74,35,7,17,7,0.8139529999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,132,0,18,18,30,0,2,0,0,0,0,2,1916005,0,0,1.7,0,22
414,1.0,264,17,68,38,40,30,4,64,28,8,16,8,0.7,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,124,0,20,19,29,0,2,0,0,0,0,2,1916035,0,0,1.75862,0,23
415,2.0,257,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,1923516,0,0,1.7096799999999999,0,23
416,1.0,270,19,70,38,40,30,4,66,30,8,17,8,0.75,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,128,0,20,21,31,0,2,0,0,0,0,2,1923617,0,0,1.7741900000000002,0,25
417,2.0,269,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,35,0,2,0,0,0,0,2,1923778,0,0,1.6857099999999998,0,25
418,5.0,248,15,65,36,37,32,4,61,28,4,16,4,0.756757,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,108,0,16,16,28,0,2,0,0,0,0,2,1925745,0,0,1.6428599999999998,0,19
419,1.0,272,17,71,38,40,30,4,67,31,8,17,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,27,0,12,8,8,0,128,0,20,19,30,0,2,0,0,0,0,2,1925783,0,0,1.66667,0,21
420,1.0,282,16,77,39,42,32,4,73,35,7,17,7,0.833333,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,130,0,18,17,29,0,2,0,0,0,0,2,1925790,0,0,1.65517,0,20
421,1.0,272,17,71,38,40,30,4,67,31,8,17,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,27,0,12,8,8,0,128,0,20,19,30,0,2,0,0,0,0,2,1925804,0,0,1.66667,0,21
422,2.0,261,16,67,38,39,30,4,63,28,8,16,8,0.717949,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,122,0,20,18,28,0,2,0,0,0,0,2,1925816,0,0,1.71429,0,21
423,1.0,257,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,1937937,0,0,1.64516,0,21
424,1.0,263,20,70,36,38,32,4,66,32,4,18,4,0.8421049999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,118,0,16,21,33,0,2,0,0,0,0,2,1946651,0,0,1.66667,0,23
425,1.0,257,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,1949277,0,0,1.64516,0,21
426,1.0,263,20,70,36,38,32,4,66,32,4,18,4,0.8421049999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,118,0,16,21,33,0,2,0,0,0,0,2,1957991,0,0,1.66667,0,23
427,4.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,1960523,0,0,1.66667,0,21
428,1.0,288,18,79,39,43,32,4,75,36,7,18,7,0.837209,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,134,0,18,19,31,0,2,0,0,0,0,2,1960580,0,0,1.6774200000000001,0,22
429,1.0,278,19,73,38,41,30,4,69,32,8,18,8,0.780488,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,132,0,20,21,32,0,2,0,0,0,0,2,1960598,0,0,1.6875,0,23
430,1.0,267,18,69,38,40,30,4,65,29,8,17,8,0.725,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,126,0,20,20,30,0,2,0,0,0,0,2,1960614,0,0,1.73333,0,23
431,3.0,260,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,1968661,0,0,1.6875,0,23
432,1.0,294,20,81,39,43,32,4,77,38,7,19,7,0.8837209999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,138,0,18,21,33,0,2,0,0,0,0,2,1968730,0,0,1.69697,0,24
433,1.0,284,21,75,38,41,30,4,71,34,8,19,8,0.829268,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,136,0,20,23,34,0,2,0,0,0,0,2,1968752,0,0,1.7058799999999998,0,25
434,1.0,273,20,71,38,40,30,4,67,31,8,18,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,130,0,20,22,32,0,2,0,0,0,0,2,1968772,0,0,1.75,0,25
435,2.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,1968947,0,0,1.66667,0,25
436,1.0,285,24,75,38,40,30,4,71,35,8,19,8,0.875,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,138,0,20,26,36,0,2,0,0,0,0,2,1969098,0,0,1.72222,0,27
437,6.0,245,14,64,36,36,32,4,60,28,4,16,4,0.777778,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,106,0,16,15,27,0,2,0,0,0,0,2,1971011,0,0,1.66667,0,19
438,1.0,290,16,80,39,42,32,4,76,38,7,17,7,0.9047620000000001,0.21875,15,2.6,0,33,0.7,0.533333,33,2,13,8,8,0,134,0,18,17,30,0,2,0,0,0,0,2,1971018,0,0,1.63333,0,20
439,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,1971044,0,0,1.68966,0,21
440,2.0,279,15,76,39,41,32,4,72,35,7,17,7,0.8536590000000001,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,128,0,18,16,28,0,2,0,0,0,0,2,1971050,0,0,1.6785700000000001,0,20
441,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,1971062,0,0,1.68966,0,21
442,2.0,258,15,66,38,38,30,4,62,28,8,16,8,0.736842,0.266667,15,2.6,0,33,0.633333,0.5,25,0,11,8,8,0,120,0,20,17,27,0,2,0,0,0,0,2,1971072,0,0,1.7407400000000002,0,21
443,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,1982423,0,0,1.66667,0,21
444,1.0,260,19,69,36,38,32,4,65,31,4,17,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,1990561,0,0,1.6875,0,23
445,1.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,1990847,0,0,1.66667,0,25
446,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,1992995,0,0,1.66667,0,21
447,1.0,260,19,69,36,38,32,4,65,31,4,17,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2001133,0,0,1.6875,0,23
448,4.0,251,16,66,36,38,32,4,62,28,4,16,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,29,0,2,0,0,0,0,2,2003485,0,0,1.68966,0,21
449,1.0,285,17,78,39,43,32,4,74,35,7,17,7,0.8139529999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,132,0,18,18,30,0,2,0,0,0,0,2,2003536,0,0,1.7,0,22
450,1.0,275,18,72,38,41,30,4,68,31,8,17,8,0.7560979999999999,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,130,0,20,20,31,0,2,0,0,0,0,2,2003552,0,0,1.7096799999999999,0,23
451,1.0,264,17,68,38,40,30,4,64,28,8,16,8,0.7,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,124,0,20,19,29,0,2,0,0,0,0,2,2003566,0,0,1.75862,0,23
452,4.0,257,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,2011047,0,0,1.7096799999999999,0,23
453,1.0,291,19,80,39,43,32,4,76,37,7,18,7,0.8604649999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,136,0,18,20,32,0,2,0,0,0,0,2,2011110,0,0,1.71875,0,24
454,1.0,281,20,74,38,41,30,4,70,33,8,18,8,0.804878,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,134,0,20,22,33,0,2,0,0,0,0,2,2011130,0,0,1.72727,0,25
455,1.0,270,19,70,38,40,30,4,66,30,8,17,8,0.75,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,128,0,20,21,31,0,2,0,0,0,0,2,2011148,0,0,1.7741900000000002,0,25
456,3.0,269,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,35,0,2,0,0,0,0,2,2011309,0,0,1.6857099999999998,0,25
457,1.0,303,23,84,39,43,32,4,80,41,7,20,7,0.9534879999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,144,0,18,24,36,0,2,0,0,0,0,2,2011396,0,0,1.6944400000000002,0,26
458,1.0,282,23,74,38,40,30,4,70,34,8,19,8,0.85,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,136,0,20,25,35,0,2,0,0,0,0,2,2011450,0,0,1.7428599999999999,0,27
459,5.0,248,15,65,36,37,32,4,61,28,4,16,4,0.756757,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,108,0,16,16,28,0,2,0,0,0,0,2,2013276,0,0,1.6428599999999998,0,19
460,1.0,272,17,71,38,40,30,4,67,31,8,17,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,27,0,12,8,8,0,128,0,20,19,30,0,2,0,0,0,0,2,2013314,0,0,1.66667,0,21
461,1.0,282,16,77,39,42,32,4,73,35,7,17,7,0.833333,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,130,0,18,17,29,0,2,0,0,0,0,2,2013321,0,0,1.65517,0,20
462,1.0,272,17,71,38,40,30,4,67,31,8,17,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,27,0,12,8,8,0,128,0,20,19,30,0,2,0,0,0,0,2,2013335,0,0,1.66667,0,21
463,2.0,261,16,67,38,39,30,4,63,28,8,16,8,0.717949,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,122,0,20,18,28,0,2,0,0,0,0,2,2013347,0,0,1.71429,0,21
464,1.0,257,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,2025468,0,0,1.64516,0,21
465,1.0,263,20,70,36,38,32,4,66,32,4,18,4,0.8421049999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,118,0,16,21,33,0,2,0,0,0,0,2,2034182,0,0,1.66667,0,23
466,1.0,257,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,2036808,0,0,1.64516,0,21
467,1.0,263,20,70,36,38,32,4,66,32,4,18,4,0.8421049999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,118,0,16,21,33,0,2,0,0,0,0,2,2045522,0,0,1.66667,0,23
468,3.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2048054,0,0,1.66667,0,21
469,1.0,288,18,79,39,43,32,4,75,36,7,18,7,0.837209,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,134,0,18,19,31,0,2,0,0,0,0,2,2048111,0,0,1.6774200000000001,0,22
470,1.0,278,19,73,38,41,30,4,69,32,8,18,8,0.780488,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,132,0,20,21,32,0,2,0,0,0,0,2,2048129,0,0,1.6875,0,23
471,1.0,267,18,69,38,40,30,4,65,29,8,17,8,0.725,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,126,0,20,20,30,0,2,0,0,0,0,2,2048145,0,0,1.73333,0,23
472,3.0,260,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2056192,0,0,1.6875,0,23
473,1.0,294,20,81,39,43,32,4,77,38,7,19,7,0.8837209999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,138,0,18,21,33,0,2,0,0,0,0,2,2056261,0,0,1.69697,0,24
474,1.0,273,20,71,38,40,30,4,67,31,8,18,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,130,0,20,22,32,0,2,0,0,0,0,2,2056303,0,0,1.75,0,25
475,2.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,2056478,0,0,1.66667,0,25
476,5.0,245,14,64,36,36,32,4,60,28,4,16,4,0.777778,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,106,0,16,15,27,0,2,0,0,0,0,2,2058542,0,0,1.66667,0,19
477,1.0,290,16,80,39,42,32,4,76,38,7,17,7,0.9047620000000001,0.21875,15,2.6,0,33,0.7,0.533333,33,2,13,8,8,0,134,0,18,17,30,0,2,0,0,0,0,2,2058549,0,0,1.63333,0,20
478,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,2058575,0,0,1.68966,0,21
479,1.0,279,15,76,39,41,32,4,72,35,7,17,7,0.8536590000000001,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,128,0,18,16,28,0,2,0,0,0,0,2,2058581,0,0,1.6785700000000001,0,20
480,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,2058593,0,0,1.68966,0,21
481,2.0,258,15,66,38,38,30,4,62,28,8,16,8,0.736842,0.266667,15,2.6,0,33,0.633333,0.5,25,0,11,8,8,0,120,0,20,17,27,0,2,0,0,0,0,2,2058603,0,0,1.7407400000000002,0,21
482,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2069954,0,0,1.66667,0,21
483,1.0,260,19,69,36,38,32,4,65,31,4,17,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2078092,0,0,1.6875,0,23
484,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2080526,0,0,1.66667,0,21
485,1.0,260,19,69,36,38,32,4,65,31,4,17,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2088664,0,0,1.6875,0,23
486,4.0,251,16,66,36,38,32,4,62,28,4,16,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,29,0,2,0,0,0,0,2,2091016,0,0,1.68966,0,21
487,1.0,285,17,78,39,43,32,4,74,35,7,17,7,0.8139529999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,132,0,18,18,30,0,2,0,0,0,0,2,2091067,0,0,1.7,0,22
488,1.0,275,18,72,38,41,30,4,68,31,8,17,8,0.7560979999999999,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,130,0,20,20,31,0,2,0,0,0,0,2,2091083,0,0,1.7096799999999999,0,23
489,1.0,264,17,68,38,40,30,4,64,28,8,16,8,0.7,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,124,0,20,19,29,0,2,0,0,0,0,2,2091097,0,0,1.75862,0,23
490,3.0,257,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,2098578,0,0,1.7096799999999999,0,23
491,1.0,291,19,80,39,43,32,4,76,37,7,18,7,0.8604649999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,136,0,18,20,32,0,2,0,0,0,0,2,2098641,0,0,1.71875,0,24
492,1.0,281,20,74,38,41,30,4,70,33,8,18,8,0.804878,0.266667,15,2.6,0,33,0.683333,0.5,27,0,12,8,8,0,134,0,20,22,33,0,2,0,0,0,0,2,2098661,0,0,1.72727,0,25
493,1.0,270,19,70,38,40,30,4,66,30,8,17,8,0.75,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,128,0,20,21,31,0,2,0,0,0,0,2,2098679,0,0,1.7741900000000002,0,25
494,2.0,269,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,35,0,2,0,0,0,0,2,2098840,0,0,1.6857099999999998,0,25
495,1.0,282,23,74,38,40,30,4,70,34,8,19,8,0.85,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,136,0,20,25,35,0,2,0,0,0,0,2,2098981,0,0,1.7428599999999999,0,27
496,3.0,248,15,65,36,37,32,4,61,28,4,16,4,0.756757,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,108,0,16,16,28,0,2,0,0,0,0,2,2100807,0,0,1.6428599999999998,0,19
497,1.0,282,16,77,39,42,32,4,73,35,7,17,7,0.833333,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,130,0,18,17,29,0,2,0,0,0,0,2,2100852,0,0,1.65517,0,20
498,1.0,272,17,71,38,40,30,4,67,31,8,17,8,0.775,0.266667,15,2.6,0,33,0.666667,0.5,27,0,12,8,8,0,128,0,20,19,30,0,2,0,0,0,0,2,2100866,0,0,1.66667,0,21
499,1.0,261,16,67,38,39,30,4,63,28,8,16,8,0.717949,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,122,0,20,18,28,0,2,0,0,0,0,2,2100878,0,0,1.71429,0,21
500,2.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2135585,0,0,1.66667,0,21
501,1.0,267,18,69,38,40,30,4,65,29,8,17,8,0.725,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,126,0,20,20,30,0,2,0,0,0,0,2,2135676,0,0,1.73333,0,23
502,2.0,260,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2143723,0,0,1.6875,0,23
503,1.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,2144009,0,0,1.66667,0,25
504,4.0,245,14,64,36,36,32,4,60,28,4,16,4,0.777778,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,106,0,16,15,27,0,2,0,0,0,0,2,2146073,0,0,1.66667,0,19
505,1.0,279,15,76,39,41,32,4,72,35,7,17,7,0.8536590000000001,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,128,0,18,16,28,0,2,0,0,0,0,2,2146112,0,0,1.6785700000000001,0,20
506,1.0,269,16,70,38,39,30,4,66,31,8,17,8,0.794872,0.266667,15,2.6,0,33,0.65,0.5,27,0,12,8,8,0,126,0,20,18,29,0,2,0,0,0,0,2,2146124,0,0,1.68966,0,21
507,1.0,258,15,66,38,38,30,4,62,28,8,16,8,0.736842,0.266667,15,2.6,0,33,0.633333,0.5,25,0,11,8,8,0,120,0,20,17,27,0,2,0,0,0,0,2,2146134,0,0,1.7407400000000002,0,21
508,1.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2157485,0,0,1.66667,0,21
509,3.0,251,16,66,36,38,32,4,62,28,4,16,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,29,0,2,0,0,0,0,2,2178547,0,0,1.68966,0,21
510,1.0,285,17,78,39,43,32,4,74,35,7,17,7,0.8139529999999999,0.21875,15,2.6,0,33,0.716667,0.533333,31,2,12,8,8,0,132,0,18,18,30,0,2,0,0,0,0,2,2178598,0,0,1.7,0,22
511,1.0,264,17,68,38,40,30,4,64,28,8,16,8,0.7,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,124,0,20,19,29,0,2,0,0,0,0,2,2178628,0,0,1.75862,0,23
512,2.0,257,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,2186109,0,0,1.7096799999999999,0,23
513,1.0,270,19,70,38,40,30,4,66,30,8,17,8,0.75,0.266667,15,2.6,0,33,0.666667,0.5,25,0,11,8,8,0,128,0,20,21,31,0,2,0,0,0,0,2,2186210,0,0,1.7741900000000002,0,25
514,1.0,269,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,35,0,2,0,0,0,0,2,2186371,0,0,1.6857099999999998,0,25
515,3.0,248,15,65,36,37,32,4,61,28,4,16,4,0.756757,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,108,0,16,16,28,0,2,0,0,0,0,2,2188338,0,0,1.6428599999999998,0,19
516,1.0,282,16,77,39,42,32,4,73,35,7,17,7,0.833333,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,130,0,18,17,29,0,2,0,0,0,0,2,2188383,0,0,1.65517,0,20
517,1.0,261,16,67,38,39,30,4,63,28,8,16,8,0.717949,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,122,0,20,18,28,0,2,0,0,0,0,2,2188409,0,0,1.71429,0,21
518,2.0,254,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,30,0,2,0,0,0,0,2,2223116,0,0,1.66667,0,21
519,2.0,260,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,32,0,2,0,0,0,0,2,2231254,0,0,1.6875,0,23
520,1.0,272,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,36,0,2,0,0,0,0,2,2231540,0,0,1.66667,0,25
521,3.0,245,14,64,36,36,32,4,60,28,4,16,4,0.777778,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,106,0,16,15,27,0,2,0,0,0,0,2,2233604,0,0,1.66667,0,19
522,1.0,279,15,76,39,41,32,4,72,35,7,17,7,0.8536590000000001,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,128,0,18,16,28,0,2,0,0,0,0,2,2233643,0,0,1.6785700000000001,0,20
