,Counts,instcount,condcount,varassign,varstore,uniqload,uniqstore,globalvar,localvar,sameloadtot,samestoretot,sameloadvar,samestorevar,avgsameload,avgsamestore,functioncalls,avgFuncParam,recursiveCall,pointerAlloc,varUsed,varAssign,arrayVars,arrayStore,arrayLoad,maxArraySize,minArraySize,floatTy,intTy,floatTyArith,intTyArith,intTyLog,basicBlocks,nullComp,loopCount,avgLoopDepth,avgLoopExits,loopHighInstCnt,avgBBLoops,condTrueLoops,eqCmp,tryBlock,catchBlock,avgPred,avgSucc,sideEnt
1566,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,844520,0,0,1.6785700000000001,0,20
1567,1.0,256,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,852658,0,0,1.7,0,22
1568,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,852944,0,0,1.6764700000000001,0,24
1569,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,855092,0,0,1.6785700000000001,0,20
1570,1.0,256,18,68,36,38,32,4,64,30,4,17,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,863230,0,0,1.7,0,22
1571,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,863516,0,0,1.6764700000000001,0,24
1572,2.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,865582,0,0,1.7037,0,20
1573,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,873144,0,0,1.7241400000000002,0,22
1574,2.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,873406,0,0,1.69697,0,24
1575,4.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,875373,0,0,1.65385,0,18
1576,1.0,278,15,76,39,42,32,4,72,34,7,17,7,0.809524,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,128,0,18,16,27,0,2,0,0,0,0,2,875418,0,0,1.66667,0,19
1577,1.0,257,15,66,38,39,30,4,62,27,8,16,8,0.692308,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,120,0,20,17,26,0,2,0,0,0,0,2,875444,0,0,1.7307700000000001,0,20
1578,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,887565,0,0,1.65517,0,20
1579,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,896589,0,0,1.65714,0,24
1580,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,898905,0,0,1.65517,0,20
1581,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,907929,0,0,1.65714,0,24
1582,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,910151,0,0,1.6785700000000001,0,20
1583,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,918289,0,0,1.7,0,22
1584,2.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,918575,0,0,1.6764700000000001,0,24
1585,4.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,920639,0,0,1.68,0,18
1586,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,932051,0,0,1.6785700000000001,0,20
1587,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,940475,0,0,1.6764700000000001,0,24
1588,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,942623,0,0,1.6785700000000001,0,20
1589,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,951047,0,0,1.6764700000000001,0,24
1590,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,953113,0,0,1.7037,0,20
1591,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,960675,0,0,1.7241400000000002,0,22
1592,2.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,960937,0,0,1.69697,0,24
1593,4.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,962904,0,0,1.65385,0,18
1594,1.0,278,15,76,39,42,32,4,72,34,7,17,7,0.809524,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,128,0,18,16,27,0,2,0,0,0,0,2,962949,0,0,1.66667,0,19
1595,1.0,257,15,66,38,39,30,4,62,27,8,16,8,0.692308,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,120,0,20,17,26,0,2,0,0,0,0,2,962975,0,0,1.7307700000000001,0,20
1596,1.0,274,24,74,36,38,32,4,70,36,4,19,4,0.947368,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,126,0,16,25,36,0,2,0,0,0,0,2,972718,0,0,1.6388900000000002,0,24
1597,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,975096,0,0,1.65517,0,20
1598,1.0,259,19,69,36,38,32,4,65,31,4,18,4,0.815789,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,116,0,16,20,31,0,2,0,0,0,0,2,983810,0,0,1.6774200000000001,0,22
1599,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,984120,0,0,1.65714,0,24
1600,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,986436,0,0,1.65517,0,20
1601,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,995460,0,0,1.65714,0,24
1602,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,997682,0,0,1.6785700000000001,0,20
1603,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,1005820,0,0,1.7,0,22
1604,2.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1006106,0,0,1.6764700000000001,0,24
1605,4.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,1008170,0,0,1.68,0,18
1606,1.0,275,14,75,39,41,32,4,71,34,7,17,7,0.829268,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,126,0,18,15,26,0,2,0,0,0,0,2,1008209,0,0,1.6923099999999998,0,19
1607,1.0,254,14,65,38,38,30,4,61,27,8,16,8,0.710526,0.266667,15,2.6,0,33,0.633333,0.5,25,0,11,8,8,0,118,0,20,16,25,0,2,0,0,0,0,2,1008231,0,0,1.76,0,20
1608,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1019582,0,0,1.6785700000000001,0,20
1609,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1028006,0,0,1.6764700000000001,0,24
1610,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1030154,0,0,1.6785700000000001,0,20
1611,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1038578,0,0,1.6764700000000001,0,24
1612,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,1040644,0,0,1.7037,0,20
1613,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1048206,0,0,1.7241400000000002,0,22
1614,2.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,1048468,0,0,1.69697,0,24
1615,4.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,1050435,0,0,1.65385,0,18
1616,1.0,278,15,76,39,42,32,4,72,34,7,17,7,0.809524,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,128,0,18,16,27,0,2,0,0,0,0,2,1050480,0,0,1.66667,0,19
1617,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1062627,0,0,1.65517,0,20
1618,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1071651,0,0,1.65714,0,24
1619,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1073967,0,0,1.65517,0,20
1620,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1082991,0,0,1.65714,0,24
1621,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1085213,0,0,1.6785700000000001,0,20
1622,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,1093351,0,0,1.7,0,22
1623,2.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1093637,0,0,1.6764700000000001,0,24
1624,3.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,1095701,0,0,1.68,0,18
1625,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1107113,0,0,1.6785700000000001,0,20
1626,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1115537,0,0,1.6764700000000001,0,24
1627,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1117685,0,0,1.6785700000000001,0,20
1628,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1126109,0,0,1.6764700000000001,0,24
1629,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,1128175,0,0,1.7037,0,20
1630,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1135737,0,0,1.7241400000000002,0,22
1631,1.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,1135999,0,0,1.69697,0,24
1632,4.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,1137966,0,0,1.65385,0,18
1633,1.0,278,15,76,39,42,32,4,72,34,7,17,7,0.809524,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,128,0,18,16,27,0,2,0,0,0,0,2,1138011,0,0,1.66667,0,19
1634,1.0,257,15,66,38,39,30,4,62,27,8,16,8,0.692308,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,120,0,20,17,26,0,2,0,0,0,0,2,1138037,0,0,1.7307700000000001,0,20
1635,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1150158,0,0,1.65517,0,20
1636,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1159182,0,0,1.65714,0,24
1637,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1161498,0,0,1.65517,0,20
1638,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1170522,0,0,1.65714,0,24
1639,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1172744,0,0,1.6785700000000001,0,20
1640,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,1180882,0,0,1.7,0,22
1641,2.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1181168,0,0,1.6764700000000001,0,24
1642,4.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,1183232,0,0,1.68,0,18
1643,1.0,275,14,75,39,41,32,4,71,34,7,17,7,0.829268,0.21875,15,2.6,0,33,0.683333,0.533333,31,2,12,8,8,0,126,0,18,15,26,0,2,0,0,0,0,2,1183271,0,0,1.6923099999999998,0,19
1644,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1194644,0,0,1.6785700000000001,0,20
1645,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1203068,0,0,1.6764700000000001,0,24
1646,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1205216,0,0,1.6785700000000001,0,20
1647,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1213640,0,0,1.6764700000000001,0,24
1648,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,1215706,0,0,1.7037,0,20
1649,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1223268,0,0,1.7241400000000002,0,22
1650,2.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,1223530,0,0,1.69697,0,24
1651,3.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,1225497,0,0,1.65385,0,18
1652,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1237689,0,0,1.65517,0,20
1653,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1246713,0,0,1.65714,0,24
1654,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1258053,0,0,1.65714,0,24
1655,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1260275,0,0,1.6785700000000001,0,20
1656,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,1268413,0,0,1.7,0,22
1657,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1268699,0,0,1.6764700000000001,0,24
1658,3.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,1270763,0,0,1.68,0,18
1659,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1290599,0,0,1.6764700000000001,0,24
1660,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1301171,0,0,1.6764700000000001,0,24
1661,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,1303237,0,0,1.7037,0,20
1662,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1310799,0,0,1.7241400000000002,0,22
1663,1.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,1311061,0,0,1.69697,0,24
1664,3.0,244,14,64,36,37,32,4,60,27,4,16,4,0.72973,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,106,0,16,15,26,0,2,0,0,0,0,2,1313028,0,0,1.65385,0,18
1665,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1325220,0,0,1.65517,0,20
1666,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1334244,0,0,1.65714,0,24
1667,1.0,253,17,67,36,38,32,4,63,29,4,18,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1336560,0,0,1.65517,0,20
1668,1.0,271,23,73,36,38,32,4,69,35,4,19,4,0.921053,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,124,0,16,24,35,0,2,0,0,0,0,2,1345584,0,0,1.65714,0,24
1669,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1347806,0,0,1.6785700000000001,0,20
1670,1.0,256,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,30,0,2,0,0,0,0,2,1355944,0,0,1.7,0,22
1671,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1356230,0,0,1.6764700000000001,0,24
1672,3.0,241,13,63,36,36,32,4,59,27,4,16,4,0.75,0.125,14,2.57143,0,33,0.6,0.533333,24,2,8,8,8,0,104,0,16,14,25,0,2,0,0,0,0,2,1358294,0,0,1.68,0,18
1673,1.0,250,16,66,36,38,32,4,62,28,4,17,4,0.736842,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,110,0,16,17,28,0,2,0,0,0,0,2,1369706,0,0,1.6785700000000001,0,20
1674,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1378130,0,0,1.6764700000000001,0,24
1675,1.0,268,22,72,36,38,32,4,68,34,4,19,4,0.8947370000000001,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,122,0,16,23,34,0,2,0,0,0,0,2,1388702,0,0,1.6764700000000001,0,24
1676,1.0,247,15,65,36,38,32,4,61,27,4,16,4,0.710526,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,108,0,16,16,27,0,2,0,0,0,0,2,1390768,0,0,1.7037,0,20
1677,1.0,253,17,67,36,38,32,4,63,29,4,17,4,0.763158,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,112,0,16,18,29,0,2,0,0,0,0,2,1398330,0,0,1.7241400000000002,0,22
1678,1.0,265,21,71,36,38,32,4,67,33,4,19,4,0.8684209999999999,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,120,0,16,22,33,0,2,0,0,0,0,2,1398592,0,0,1.69697,0,24
1679,4.0,248,15,65,36,37,32,4,61,28,4,16,4,0.756757,0.125,14,2.57143,0,33,0.616667,0.533333,24,2,8,8,8,0,108,0,16,16,28,0,2,0,0,0,0,2,1400559,0,0,1.6428599999999998,0,19
1680,1.0,282,16,77,39,42,32,4,73,35,7,17,7,0.833333,0.21875,15,2.6,0,33,0.7,0.533333,31,2,12,8,8,0,130,0,18,17,29,0,2,0,0,0,0,2,1400604,0,0,1.65517,0,20
1681,1.0,261,16,67,38,39,30,4,63,28,8,16,8,0.717949,0.266667,15,2.6,0,33,0.65,0.5,25,0,11,8,8,0,122,0,20,18,28,0,2,0,0,0,0,2,1400630,0,0,1.71429,0,21
1682,1.0,278,25,75,36,38,32,4,71,37,4,19,4,0.973684,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,128,0,16,26,38,0,2,0,0,0,0,2,1410373,0,0,1.63158,0,25
1683,1.0,257,18,68,36,38,32,4,64,30,4,18,4,0.789474,0.125,14,2.57143,0,33,0.633333,0.533333,24,2,8,8,8,0,114,0,16,19,31,0,2,0,0,0,0,2,1412751,0,0,1.64516,0,21
